"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power","MEM_contapprox_power","pval_chisq_power","MEMcutoff","pvalcutoff"
"165",1,"continuous",720,80,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"166",1,"continuous",750,250,1,1,3.16227766016838,3.16227766016838,NA,NA,0.0531,0.0016,0.0527,NA,NA,0.2,0.05
"167",1,"continuous",750,250,1,2,3.16227766016838,3.16227766016838,NA,NA,0.9917,0.8843,0.9917,NA,NA,0.2,0.05
"168",1,"continuous",750,250,1,3,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"169",1,"continuous",750,250,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"170",1,"continuous",750,250,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"171",1,"continuous",810,90,1,1,3.16227766016838,3.16227766016838,NA,NA,0.0833,0.0023,0.0472,NA,NA,0.2,0.05
"172",1,"continuous",810,90,1,2,3.16227766016838,3.16227766016838,NA,NA,0.8691,0.3961,0.8117,NA,NA,0.2,0.05
"173",1,"continuous",810,90,1,3,3.16227766016838,3.16227766016838,NA,NA,1,0.9945,0.9999,NA,NA,0.2,0.05
"174",1,"continuous",810,90,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"175",1,"continuous",810,90,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"176",1,"continuous",900,100,1,1,3.16227766016838,3.16227766016838,NA,NA,0.081,0.0015,0.051,NA,NA,0.2,0.05
"177",1,"continuous",900,100,1,2,3.16227766016838,3.16227766016838,NA,NA,0.8872,0.4578,0.8458,NA,NA,0.2,0.05
"178",1,"continuous",900,100,1,3,3.16227766016838,3.16227766016838,NA,NA,1,0.9978,0.9999,NA,NA,0.2,0.05
"179",1,"continuous",900,100,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"180",1,"continuous",900,100,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,0.2,0.05
"181",2,"binary",150,50,0.1,0.1,NA,NA,0.1,0.1,0.0943,0.0073,0.0738,NA,NA,0.2,0.05
"182",2,"binary",150,50,0.1,0.1,NA,NA,0.1,0.2,0.2014,0.0193,0.1185,NA,NA,0.2,0.05
"183",2,"binary",150,50,0.1,0.1,NA,NA,0.1,0.3,0.4577,0.0548,0.2222,NA,NA,0.2,0.05
"184",2,"binary",150,50,0.1,0.1,NA,NA,0.1,0.4,0.7329,0.1227,0.3751,NA,NA,0.2,0.05
"185",2,"binary",150,50,0.1,0.1,NA,NA,0.1,0.5,0.9164,0.2358,0.5619,NA,NA,0.2,0.05
"186",2,"binary",180,20,0.1,0.1,NA,NA,0.1,0.1,0.1337,0.0038,0.0634,NA,NA,0.2,0.05
"187",2,"binary",180,20,0.1,0.1,NA,NA,0.1,0.2,0.1914,0.0051,0.0874,NA,NA,0.2,0.05
"188",2,"binary",180,20,0.1,0.1,NA,NA,0.1,0.3,0.3439,0.0173,0.1675,NA,NA,0.2,0.05
"189",2,"binary",180,20,0.1,0.1,NA,NA,0.1,0.4,0.5253,0.047,0.2731,NA,NA,0.2,0.05
"190",2,"binary",180,20,0.1,0.1,NA,NA,0.1,0.5,0.7157,0.1025,0.398,NA,NA,0.2,0.05
"191",2,"binary",225,75,0.1,0.1,NA,NA,0.1,0.1,0.0772,0.0056,0.0594,NA,NA,0.2,0.05
"192",2,"binary",225,75,0.1,0.1,NA,NA,0.1,0.2,0.2366,0.018,0.1244,NA,NA,0.2,0.05
"193",2,"binary",225,75,0.1,0.1,NA,NA,0.1,0.3,0.5688,0.066,0.2861,NA,NA,0.2,0.05
"194",2,"binary",225,75,0.1,0.1,NA,NA,0.1,0.4,0.8555,0.1753,0.5006,NA,NA,0.2,0.05
"195",2,"binary",225,75,0.1,0.1,NA,NA,0.1,0.5,0.9755,0.3535,0.7231,NA,NA,0.2,0.05
"196",2,"binary",270,30,0.1,0.1,NA,NA,0.1,0.1,0.1083,0.0036,0.0685,NA,NA,0.2,0.05
"197",2,"binary",270,30,0.1,0.1,NA,NA,0.1,0.2,0.1915,0.0066,0.1171,NA,NA,0.2,0.05
"198",2,"binary",270,30,0.1,0.1,NA,NA,0.1,0.3,0.3961,0.0295,0.205,NA,NA,0.2,0.05
"199",2,"binary",270,30,0.1,0.1,NA,NA,0.1,0.4,0.6251,0.0796,0.3319,NA,NA,0.2,0.05
"200",2,"binary",270,30,0.1,0.1,NA,NA,0.1,0.5,0.8187,0.1583,0.4818,NA,NA,0.2,0.05
"201",2,"binary",300,100,0.1,0.1,NA,NA,0.1,0.1,0.0733,0.0047,0.0576,NA,NA,0.2,0.05
"202",2,"binary",300,100,0.1,0.1,NA,NA,0.1,0.2,0.2581,0.0184,0.1399,NA,NA,0.2,0.05
"203",2,"binary",300,100,0.1,0.1,NA,NA,0.1,0.3,0.6553,0.0849,0.346,NA,NA,0.2,0.05
"204",2,"binary",300,100,0.1,0.1,NA,NA,0.1,0.4,0.9269,0.2349,0.6137,NA,NA,0.2,0.05
"205",2,"binary",300,100,0.1,0.1,NA,NA,0.1,0.5,0.9938,0.4831,0.8326,NA,NA,0.2,0.05
"206",2,"binary",360,40,0.1,0.1,NA,NA,0.1,0.1,0.0942,0.0036,0.071,NA,NA,0.2,0.05
"207",2,"binary",360,40,0.1,0.1,NA,NA,0.1,0.2,0.195,0.0084,0.1206,NA,NA,0.2,0.05
"208",2,"binary",360,40,0.1,0.1,NA,NA,0.1,0.3,0.4478,0.0386,0.2328,NA,NA,0.2,0.05
"209",2,"binary",360,40,0.1,0.1,NA,NA,0.1,0.4,0.7118,0.1021,0.4023,NA,NA,0.2,0.05
"210",2,"binary",360,40,0.1,0.1,NA,NA,0.1,0.5,0.8919,0.2233,0.605,NA,NA,0.2,0.05
"211",2,"binary",375,125,0.1,0.1,NA,NA,0.1,0.1,0.0703,0.0032,0.0594,NA,NA,0.2,0.05
"212",2,"binary",375,125,0.1,0.1,NA,NA,0.1,0.2,0.2993,0.0214,0.158,NA,NA,0.2,0.05
"213",2,"binary",375,125,0.1,0.1,NA,NA,0.1,0.3,0.738,0.1043,0.4151,NA,NA,0.2,0.05
