"","num_arms","outcome_type","n1","n2","mean1","mean2","sd1","sd2","trteff1","trteff2","MEM_power","MEMr_power","pval_power","MEM_contapprox_power","pval_chisq_power","MEMcutoff","pvalcutoff"
"166",1,"continuous",500,500,1,1,1,1,NA,NA,0.05,0.05,0.051,NA,NA,"calibrated",0.05
"167",1,"continuous",500,500,1,1,3.16227766016838,3.16227766016838,NA,NA,0.05,0.05,0.051,NA,NA,"calibrated",0.05
"168",1,"continuous",500,500,1,1,10,10,NA,NA,0.05,0.05,0.051,NA,NA,"calibrated",0.05
"169",1,"continuous",500,500,1,2,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"170",1,"continuous",500,500,1,2,3.16227766016838,3.16227766016838,NA,NA,0.9987,0.9988,0.9988,NA,NA,"calibrated",0.05
"171",1,"continuous",500,500,1,2,10,10,NA,NA,0.3513,0.3498,0.3515,NA,NA,"calibrated",0.05
"172",1,"continuous",500,500,1,3,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"173",1,"continuous",500,500,1,3,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"174",1,"continuous",500,500,1,3,10,10,NA,NA,0.8812,0.8801,0.881,NA,NA,"calibrated",0.05
"175",1,"continuous",500,500,1,4,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"176",1,"continuous",500,500,1,4,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"177",1,"continuous",500,500,1,4,10,10,NA,NA,0.9973,0.9973,0.9973,NA,NA,"calibrated",0.05
"178",1,"continuous",500,500,1,5,1,1,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"179",1,"continuous",500,500,1,5,3.16227766016838,3.16227766016838,NA,NA,1,1,1,NA,NA,"calibrated",0.05
"180",1,"continuous",500,500,1,5,10,10,NA,NA,1,1,1,NA,NA,"calibrated",0.05
